event_id,company,title,category,annotator_a_hypothesis,annotator_a_direction,annotator_b_hypothesis,annotator_b_direction
EVT-600276-00563,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00564,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00566,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00567,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00568,恒瑞医药,恒瑞医药关于获得药品注册批准的公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00569,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00570,恒瑞医药,恒瑞医药关于药品上市许可申请获受理的提示性公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00571,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00572,恒瑞医药,恒瑞医药关于药品上市许可申请获受理的提示性公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00573,恒瑞医药,恒瑞医药关于获得药品注册批准的公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00574,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-603986-00422,兆易创新,兆易创新关于归还部分用于暂时补充流动资金的A股募集资金的公告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-600276-00602,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-603986-00425,兆易创新,毕马威华振对兆易创新2025年度募集资金存放、管理与实际使用情况的专项报告的鉴证报告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-603986-00426,兆易创新,中国国际金融股份有限公司关于兆易创新使用部分A股闲置募集资金进行现金管理及募集资金现金管理余额以协定存款方式存放的核查意见,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-603986-00430,兆易创新,兆易创新关于使用部分A股闲置募集资金进行现金管理及募集资金现金管理余额以协定存款方式存放的公告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-603986-00448,兆易创新,中国国际金融股份有限公司关于兆易创新科技使用部分A股闲置募集资金暂时补充流动资金的核查意见,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-603986-00453,兆易创新,兆易创新关于使用部分A股闲置募集资金暂时补充流动资金的公告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-603986-00456,兆易创新,兆易创新2025年度募集资金存放、管理与实际使用情况的专项报告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-603986-00459,兆易创新,中国国际金融股份有限公司关于兆易创新2025年度募集资金存放、管理与实际使用情况的专项核查意见,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-000538-00225,云南白药,关于INB301注射液获得药物临床试验批准的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-688981-00303,中芯国际,中芯国际集成电路制造有限公司发行股份购买资产暨关联交易报告书（摘要）（修订稿）,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-688981-00304,中芯国际,中芯国际集成电路制造有限公司发行股份购买资产暨关联交易报告书（修订稿）,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-688981-00305,中芯国际,安永华明会计师事务所（特殊普通合伙）关于中芯国际集成电路制造有限公司发行股份购买资产暨关联交易申请的审核问询函中相关财务问题的专项核查意见,融资,H3-产能与扩张,支持,H3-产能与扩张,冲突
EVT-688981-00306,中芯国际,上海东洲资产评估有限公司关于中芯国际集成电路制造有限公司发行股份购买资产暨关联交易申请的审核问询函中资产评估相关问题回复核查意见,融资,H3-产能与扩张,支持,H3-产能与扩张,冲突
EVT-688981-00307,中芯国际,中芯国际集成电路制造有限公司关于发行股份购买资产暨关联交易申请的审核问询函回复,融资,H3-产能与扩张,支持,H3-产能与扩张,冲突
EVT-688981-00308,中芯国际,中芯国际关于发行股份购买资产暨关联交易报告书（修订稿）修订说明的公告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-688981-00309,中芯国际,中芯国际关于发行股份购买资产暨关联交易的审核问询函回复的提示性公告,融资,H3-产能与扩张,支持,H3-产能与扩张,冲突
EVT-688981-00310,中芯国际,上海市锦天城律师事务所关于中芯国际集成电路制造有限公司发行股份购买资产暨关联交易之补充法律意见书（二）,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-688981-00311,中芯国际,国泰海通证券股份有限公司关于中芯国际集成电路制造有限公司发行股份购买资产暨关联交易申请的审核问询函回复之核查意见,融资,H3-产能与扩张,支持,H3-产能与扩张,冲突
EVT-688981-00313,中芯国际,国泰海通证券股份有限公司关于中芯国际集成电路制造有限公司发行股份购买资产暨关联交易之独立财务顾问报告（修订稿）,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-600276-00610,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00612,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00614,恒瑞医药,恒瑞医药关于药物纳入突破性治疗品种名单的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-002371-00357,北方华创,募集资金存放、管理与实际使用情况审核报告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-002371-00358,北方华创,2025年度募集资金存放与使用情况的专项报告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-002371-00380,北方华创,中信建投证券股份有限公司关于北方华创科技集团股份有限公司2025年度募集资金存放、管理和使用情况的专项核查报告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-600276-00617,恒瑞医药,恒瑞医药关于药品纳入突破性治疗品种名单的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00618,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00620,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-688981-00315,中芯国际,国泰海通证券股份有限公司关于中芯国际集成电路制造有限公司发行股份购买资产暨关联交易报告书之独立财务顾问报告（上会稿）,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-688981-00317,中芯国际,中芯国际集成电路制造有限公司发行股份购买资产暨关联交易报告书摘要（上会稿）,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-688981-00318,中芯国际,中芯国际集成电路制造有限公司发行股份购买资产暨关联交易报告书（上会稿）,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-688981-00319,中芯国际,中芯国际集成电路制造有限公司关于发行股份购买资产暨关联交易报告书（上会稿）修订说明的公告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-688981-00321,中芯国际,中芯国际关于上海证券交易所科创板并购重组委员会审核公司发行股份购买资产暨关联交易事项会议安排的公告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-600276-00633,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00634,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-00175-00407,吉利汽车,自愿公布发行于二零二八年到期之人民币20亿元中期票据,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-688981-00324,中芯国际,中芯国际关于发行股份购买资产暨关联交易事项获得上海证券交易所并购重组审核委员会审议通过的公告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-600276-00635,恒瑞医药,恒瑞医药关于与百时美施贵宝公司签署战略合作及许可协议的公告,订单与合同,H1-需求与出货,支持,H1-需求与出货,中性
EVT-688981-00325,中芯国际,中芯国际集成电路制造有限公司发行股份购买资产暨关联交易报告书（摘要）（注册稿）,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-688981-00326,中芯国际,中芯国际集成电路制造有限公司发行股份购买资产暨关联交易报告书（注册稿）,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-688981-00327,中芯国际,中芯国际集成电路制造有限公司关于发行股份购买资产暨关联交易报告书修订说明的公告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-688981-00328,中芯国际,国泰海通证券股份有限公司关于中芯国际集成电路制造有限公司发行股份购买资产暨关联交易之独立财务顾问报告（注册稿）,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-600276-00636,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00637,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00638,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-00175-00414,吉利汽车,有关收购事项之关连交易及持续关连交易,投资与产能,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-600276-00639,恒瑞医药,恒瑞医药关于获得药品注册批准的公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-688981-00336,中芯国际,中芯国际集成电路制造有限公司发行股份购买资产暨关联交易报告书（摘要）,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-688981-00337,中芯国际,中芯国际集成电路制造有限公司关于发行股份购买资产暨关联交易事项获得中国证券监督管理委员会同意注册批复的公告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-688981-00338,中芯国际,中芯国际集成电路制造有限公司发行股份购买资产暨关联交易报告书,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-688981-00339,中芯国际,中芯国际集成电路制造有限公司关于发行股份购买资产暨关联交易报告书修订说明的公告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-688981-00340,中芯国际,国泰海通证券股份有限公司关于中芯国际集成电路制造有限公司发行股份购买资产暨关联交易报告书之独立财务顾问报告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-600276-00642,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00643,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00645,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00646,恒瑞医药,恒瑞医药关于获得药品注册批准的公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-000538-00235,云南白药,关于INB301注射液获得美国食品药品监督管理局新药临床试验许可的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-603986-00485,兆易创新,兆易创新关于归还部分用于暂时补充流动资金的A股募集资金的公告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-600276-00652,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-688981-00346,中芯国际,国泰海通证券股份有限公司关于中芯国际集成电路制造有限公司发行股份购买资产暨关联交易之标的资产过户完成情况的独立财务顾问核查意见,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-688981-00347,中芯国际,中芯国际关于发行股份购买资产暨关联交易事项之标的资产过户完成的公告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-688981-00348,中芯国际,上海市锦天城律师事务所关于中芯国际集成电路制造有限公司发行股份购买资产暨关联交易标的资产过户情况之法律意见书,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-600276-00656,恒瑞医药,恒瑞医药关于获得药品注册批准的公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00657,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00658,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00660,恒瑞医药,恒瑞医药关于药品上市许可申请获EMA受理的提示性公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00661,恒瑞医药,恒瑞医药关于撤回药品注册申请的公告,风险与异动,H2-盈利质量,冲突,H2-盈利质量,中性
EVT-688981-00349,中芯国际,中芯国际集成电路制造有限公司发行股份购买资产暨关联交易实施情况暨新增股份上市公告书,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-688981-00351,中芯国际,中芯国际关于发行股份购买资产暨关联交易之发行结果暨股本变动的公告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-688981-00354,中芯国际,中芯国际集成电路制造有限公司发行股份购买资产暨关联交易实施情况暨新增股份上市公告书（摘要）,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-688981-00355,中芯国际,国泰海通证券股份有限公司关于中芯国际集成电路制造有限公司发行股份购买资产暨关联交易实施情况之独立财务顾问核查意见,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-688981-00356,中芯国际,上海市锦天城律师事务所关于中芯国际集成电路制造有限公司发行股份购买资产暨关联交易实施情况之法律意见书,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-600276-00662,恒瑞医药,恒瑞医药关于获得药品注册批准的公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00663,恒瑞医药,恒瑞医药关于获得药品注册批准的公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00664,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00667,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00668,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00669,恒瑞医药,恒瑞医药关于药品上市许可申请获受理并纳入优先审评程序的提示性公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00670,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00673,恒瑞医药,恒瑞医药关于药物纳入突破性治疗品种名单的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00674,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00675,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00676,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00677,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-603986-00497,兆易创新,中国国际金融股份有限公司关于兆易创新科技集团股份有限公司使用自有资金、外汇等方式支付募投项目部分款项并以A股募集资金等额置换的核查意见,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-603986-00500,兆易创新,兆易创新关于使用自有资金、外汇等方式支付募投项目部分款项并以A股募集资金等额置换的公告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-00175-00449,吉利汽车,自愿公布收购西班牙一间目标公司34%的股权及成立一间合营公司从事乘用车合约生产,投资与产能,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-600276-00680,恒瑞医药,恒瑞医药关于获得药品注册批准的公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00681,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00682,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00683,恒瑞医药,恒瑞医药关于获得美国FDA孤儿药资格认定的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00684,恒瑞医药,恒瑞医药关于药品上市许可申请获受理的提示性公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00685,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00686,恒瑞医药,恒瑞医药关于获得药品注册批准的公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00689,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00691,恒瑞医药,恒瑞医药关于获得药品注册批准的公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00692,恒瑞医药,恒瑞医药关于获得药品注册批准的公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
