序号,关系样本ID,事件样本ID,查询ID,公司,证券代码,行业,检索截止时间,查询假设,候选公告标题,候选原文链接,相关性等级,关系路径可成立,关键证据原文,判断理由,置信度,数据问题,标注人ID,标注时间,gold_status,gold_source,gold_version,annotator_a_id,annotator_b_id,annotator_a_confidence,annotator_b_confidence,annotator_a_reason,annotator_b_reason
6,G3-R-E055-H1,G3-E055,09868-H1,小鹏汽车,09868,新能源汽车,2024-08-13T20:06:10+08:00,智能车交付量保持增长，新车型周期带动需求回升,自愿公告 – 收购滴滴智能汽车开发业务资产的SOP交割及发行SOP对价股份,http://static.cninfo.com.cn/finalpage/2024-08-13/1220863060.PDF,2-间接相关,是,"第1页：的智能汽車開發業務資産及首次交割。除非本公告另有界定，否則 本公告所用詞彙與本公司日期為2023年8月28日之公告所界定者具有相同涵義。 收購的SOP交割 董事會欣然宣佈，本公司已於2024年7月30日開始生產量產車輛Mona以向普通客戶銷售和交付，因此 股份購買協議項下的SOP里程碑已達成。自2024年8月1日起，智能純電掀背轎跑小鵬MONA M03的首 批展車已陸續抵達全國的小鵬汽車展廳。相應地，SOP交割已於2024年8月13日發生。 根據股份購買協議，本公司已向滴滴配發及發行4,636,447股A類普通股作為SOP對價股份，佔本公司 按照經配發及發行SOP對價股份擴大後本公司已發行且發…",候选公告通过一层清晰业务因果链影响查询假设，可进入证据链但不是直接测量。,4,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,4,4,候选公告通过一层清晰业务因果链影响查询假设，可进入证据链但不是直接测量。,公告与查询假设并非同一直接指标，但可经需求、规模、产品商业化或投入产出的一层因果链建立关系。
40,G3-R-E058-H2,G3-E058,002371-H2,北方华创,002371,芯片半导体,2025-04-26T00:00:00+08:00,规模效应与国产化推进支撑毛利率，不因竞争加剧显著下滑,2025年一季度报告,http://static.cninfo.com.cn/finalpage/2025-04-26/1223309242.PDF,3-直接相关,是,"第1页：数据 是 □否 追溯调整或重述原因 □会计政策变更 □会计差错更正 同一控制下企业合并 □其他原因 本报告期 上年同期 本报告期比上年同期 增减（%） 调整前 调整后 调整后 营业收入（元） 8,206,029,208.83 5,859,163,380.59 5,950,568,399.86 37.90% 归属于上市公司股东的 净利润（元） 1,580,707,286.38 1,126,550,627.36 1,138,817,830.60 38.80% 归属于上市公司股东的 扣除非经常性损益的净 利润（元） 1,570,173,959.13 1,072,494,911.14 1,084,…",候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,定期报告直接披露查询假设所需的收入、订单、毛利率、研发投入、产能或减值指标，可建立完整关系路径。
125,G3-R-E059-H1,G3-E059,002371-H1,北方华创,002371,芯片半导体,2025-10-31T00:00:00+08:00,半导体设备订单随晶圆厂扩产与国产化率提升保持增长,募集资金管理办法（2025年10月),http://static.cninfo.com.cn/finalpage/2025-10-31/1224774330.PDF,0-无关,否,第1页：北方华创科技集团股份有限公司 募集资金管理办法 （2025 年 10 月 30 日，经第八届董事会第二十八次会议审议通过） 第一章 总则 第一条 为了规范北方华创科技集团股份有限公司（以下简称“公司”）募集资 金的管理和运用，保护投资者的权益，提高募集资金使用效率，依据《中华人民共 和国公司法》《中华人民共和国证券法》《上市公司募集资金监管规则》《深圳证 券交易所股票上市规则》等相关法律、法规、规范性文件和《北方华创科技集团股 份有限公司章程》（以下简称“《公司章程》”）的相关规定，并结合公司实际， 制定本办法。,公告仅涉及治理、证券或其他流程事项，未提供回答该查询假设的有效业务证据。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,公告仅涉及治理、证券或其他流程事项，未提供回答该查询假设的有效业务证据。,候选公告属于治理、证券变动或程序性披露，不回答该查询假设，也不提供有效业务关系证据。
15,G3-R-E059-H2,G3-E059,002371-H2,北方华创,002371,芯片半导体,2025-10-31T00:00:00+08:00,规模效应与国产化推进支撑毛利率，不因竞争加剧显著下滑,募集资金管理办法（2025年10月),http://static.cninfo.com.cn/finalpage/2025-10-31/1224774330.PDF,0-无关,否,第1页：北方华创科技集团股份有限公司 募集资金管理办法 （2025 年 10 月 30 日，经第八届董事会第二十八次会议审议通过） 第一章 总则 第一条 为了规范北方华创科技集团股份有限公司（以下简称“公司”）募集资 金的管理和运用，保护投资者的权益，提高募集资金使用效率，依据《中华人民共 和国公司法》《中华人民共和国证券法》《上市公司募集资金监管规则》《深圳证 券交易所股票上市规则》等相关法律、法规、规范性文件和《北方华创科技集团股 份有限公司章程》（以下简称“《公司章程》”）的相关规定，并结合公司实际， 制定本办法。,公告仅涉及治理、证券或其他流程事项，未提供回答该查询假设的有效业务证据。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,公告仅涉及治理、证券或其他流程事项，未提供回答该查询假设的有效业务证据。,候选公告属于治理、证券变动或程序性披露，不回答该查询假设，也不提供有效业务关系证据。
17,G3-R-E059-H3,G3-E059,002371-H3,北方华创,002371,芯片半导体,2025-10-31T00:00:00+08:00,产能与交付能力跟上订单增长，合同负债转化不出现明显滞后,募集资金管理办法（2025年10月),http://static.cninfo.com.cn/finalpage/2025-10-31/1224774330.PDF,0-无关,否,第1页：北方华创科技集团股份有限公司 募集资金管理办法 （2025 年 10 月 30 日，经第八届董事会第二十八次会议审议通过） 第一章 总则 第一条 为了规范北方华创科技集团股份有限公司（以下简称“公司”）募集资 金的管理和运用，保护投资者的权益，提高募集资金使用效率，依据《中华人民共 和国公司法》《中华人民共和国证券法》《上市公司募集资金监管规则》《深圳证 券交易所股票上市规则》等相关法律、法规、规范性文件和《北方华创科技集团股 份有限公司章程》（以下简称“《公司章程》”）的相关规定，并结合公司实际， 制定本办法。,公告仅涉及治理、证券或其他流程事项，未提供回答该查询假设的有效业务证据。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,公告仅涉及治理、证券或其他流程事项，未提供回答该查询假设的有效业务证据。,候选公告属于治理、证券变动或程序性披露，不回答该查询假设，也不提供有效业务关系证据。
82,G3-R-E060-H1,G3-E060,002594-H1,比亚迪,002594,新能源汽车,2024-12-02T00:00:00+08:00,新能源汽车销量保持增长，出口占比提升对冲国内价格压力,2024年11月产销快报,http://static.cninfo.com.cn/finalpage/2024-12-02/1221902564.PDF,3-直接相关,是,"第1页：限公司(以下简称“本公司”)2024年11月产销快报数据如下： 单位：辆 产量 销量 项目类别 本月 去年同期 本年累计 去年累计 累计同 比 本月 去年同期 本年累计 去年累计 累计同比 新能源汽车 540,588 316,510 3,837,632 2,736,259 40.25% 506,804 301,903 3,757,336 2,683,374 40.02% -乘用车 536,926 315,985 3,820,365 2,725,555 40.17% 504,003 301,378 3,740,930 2,672,728 39.97% -纯电动 208,859 172,746 1…",候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,公告事实直接对应查询假设中的核心业务变量，时间边界内可建立可复核关系路径。
43,G3-R-E060-H2,G3-E060,002594-H2,比亚迪,002594,新能源汽车,2024-12-02T00:00:00+08:00,规模效应与垂直一体化维持毛利率，价格战不导致盈利持续恶化,2024年11月产销快报,http://static.cninfo.com.cn/finalpage/2024-12-02/1221902564.PDF,2-间接相关,是,"第1页：限公司(以下简称“本公司”)2024年11月产销快报数据如下： 单位：辆 产量 销量 项目类别 本月 去年同期 本年累计 去年累计 累计同 比 本月 去年同期 本年累计 去年累计 累计同比 新能源汽车 540,588 316,510 3,837,632 2,736,259 40.25% 506,804 301,903 3,757,336 2,683,374 40.02% -乘用车 536,926 315,985 3,820,365 2,725,555 40.17% 504,003 301,378 3,740,930 2,672,728 39.97% -纯电动 208,859 172,746 1…",候选公告通过一层清晰业务因果链影响查询假设，可进入证据链但不是直接测量。,4,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,4,4,候选公告通过一层清晰业务因果链影响查询假设，可进入证据链但不是直接测量。,公告与查询假设并非同一直接指标，但可经需求、规模、产品商业化或投入产出的一层因果链建立关系。
93,G3-R-E064-H1,G3-E064,00175-H1,吉利汽车,00175,新能源汽车,2025-02-14T16:36:12+08:00,新能源车型销量放量带动整体销量增长，出口贡献增量,完成须予披露及关连交易(1)极氪收购领克销售股份；及(2)极氪认购领克新增资本,http://static.cninfo.com.cn/finalpage/2025-02-14/1222544267.PDF,2-间接相关,是,第1页：會就因本公佈全部或任何部份內容而產生 或因倚賴該等內容而引致之任何損失承擔任何責任。 GEELY AUTO MOBILE HOL DINGS LIMI TED 175 80175 完成須予披露及關連交易 (1)極氪收購領克銷售股份；及 (2)極氪認購領克新增資本 茲提述吉利汽車控股有限公司 （ 「本公司」 ） 日期為二零二四年十一月十四日之公佈 （ 「該公 佈」 ） 及日期為二零二四年十二月二十日之通函 （ 「該通函」 ） ，內容有關須予披露及關連交 易 （即領克收購事項及領克注資事項） 。除文義另有所指外，本公佈所用詞彙與該公佈及 該通函所界定者具有相同涵義。 本公司董事會 （ 「董事會」…,候选公告通过一层清晰业务因果链影响查询假设，可进入证据链但不是直接测量。,4,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,4,4,候选公告通过一层清晰业务因果链影响查询假设，可进入证据链但不是直接测量。,公告与查询假设并非同一直接指标，但可经需求、规模、产品商业化或投入产出的一层因果链建立关系。
23,G3-R-E064-H3,G3-E064,00175-H3,吉利汽车,00175,新能源汽车,2025-02-14T16:36:12+08:00,品牌与平台整合按计划推进，不出现大额整合损失,完成须予披露及关连交易(1)极氪收购领克销售股份；及(2)极氪认购领克新增资本,http://static.cninfo.com.cn/finalpage/2025-02-14/1222544267.PDF,3-直接相关,是,第1页：會就因本公佈全部或任何部份內容而產生 或因倚賴該等內容而引致之任何損失承擔任何責任。 GEELY AUTO MOBILE HOL DINGS LIMI TED 175 80175 完成須予披露及關連交易 (1)極氪收購領克銷售股份；及 (2)極氪認購領克新增資本 茲提述吉利汽車控股有限公司 （ 「本公司」 ） 日期為二零二四年十一月十四日之公佈 （ 「該公 佈」 ） 及日期為二零二四年十二月二十日之通函 （ 「該通函」 ） ，內容有關須予披露及關連交 易 （即領克收購事項及領克注資事項） 。除文義另有所指外，本公佈所用詞彙與該公佈及 該通函所界定者具有相同涵義。 本公司董事會 （ 「董事會」…,候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,公告事实直接对应查询假设中的核心业务变量，时间边界内可建立可复核关系路径。
5,G3-R-E067-H1,G3-E067,002371-H1,北方华创,002371,芯片半导体,2026-06-23T00:00:00+08:00,半导体设备订单随晶圆厂扩产与国产化率提升保持增长,关于放弃参股公司增资优先认购权暨关联交易的公告,http://static.cninfo.com.cn/finalpage/2026-06-23/1225381704.PDF,0-无关,否,第1页：证券代码：002371 证券简称：北方华创 公告编号：2026-033 北方华创科技集团股份有限公司 关于放弃参股公司增资优先认购权暨关联交易的公告 本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚 假记载、误导性陈述或者重大遗漏。 北方华创科技集团股份有限公司（以下简称“北方华创”或“公司”）于 2026 年 6 月 22 日召开第九届董事会第二次会议，审议通过了《关于放弃参股公 司增资优先认购权暨关联交易的议案》，关联董事李瑞先生已对该议案回避表决， 该议案已经公司独立董事专门会议审议通过。 本次关联交易不构成《上市公司重大资产重组管理办法》规定的重大资产重 组，根据《公司,公告仅涉及治理、证券或其他流程事项，未提供回答该查询假设的有效业务证据。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,公告仅涉及治理、证券或其他流程事项，未提供回答该查询假设的有效业务证据。,候选公告属于治理、证券变动或程序性披露，不回答该查询假设，也不提供有效业务关系证据。
175,G3-R-E067-H2,G3-E067,002371-H2,北方华创,002371,芯片半导体,2026-06-23T00:00:00+08:00,规模效应与国产化推进支撑毛利率，不因竞争加剧显著下滑,关于放弃参股公司增资优先认购权暨关联交易的公告,http://static.cninfo.com.cn/finalpage/2026-06-23/1225381704.PDF,0-无关,否,第1页：证券代码：002371 证券简称：北方华创 公告编号：2026-033 北方华创科技集团股份有限公司 关于放弃参股公司增资优先认购权暨关联交易的公告 本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚 假记载、误导性陈述或者重大遗漏。 北方华创科技集团股份有限公司（以下简称“北方华创”或“公司”）于 2026 年 6 月 22 日召开第九届董事会第二次会议，审议通过了《关于放弃参股公 司增资优先认购权暨关联交易的议案》，关联董事李瑞先生已对该议案回避表决， 该议案已经公司独立董事专门会议审议通过。 本次关联交易不构成《上市公司重大资产重组管理办法》规定的重大资产重 组，根据《公司,公告仅涉及治理、证券或其他流程事项，未提供回答该查询假设的有效业务证据。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,公告仅涉及治理、证券或其他流程事项，未提供回答该查询假设的有效业务证据。,候选公告属于治理、证券变动或程序性披露，不回答该查询假设，也不提供有效业务关系证据。
141,G3-R-E067-H3,G3-E067,002371-H3,北方华创,002371,芯片半导体,2026-06-23T00:00:00+08:00,产能与交付能力跟上订单增长，合同负债转化不出现明显滞后,关于放弃参股公司增资优先认购权暨关联交易的公告,http://static.cninfo.com.cn/finalpage/2026-06-23/1225381704.PDF,0-无关,否,第1页：证券代码：002371 证券简称：北方华创 公告编号：2026-033 北方华创科技集团股份有限公司 关于放弃参股公司增资优先认购权暨关联交易的公告 本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚 假记载、误导性陈述或者重大遗漏。 北方华创科技集团股份有限公司（以下简称“北方华创”或“公司”）于 2026 年 6 月 22 日召开第九届董事会第二次会议，审议通过了《关于放弃参股公 司增资优先认购权暨关联交易的议案》，关联董事李瑞先生已对该议案回避表决， 该议案已经公司独立董事专门会议审议通过。 本次关联交易不构成《上市公司重大资产重组管理办法》规定的重大资产重 组，根据《公司,公告仅涉及治理、证券或其他流程事项，未提供回答该查询假设的有效业务证据。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,公告仅涉及治理、证券或其他流程事项，未提供回答该查询假设的有效业务证据。,候选公告属于治理、证券变动或程序性披露，不回答该查询假设，也不提供有效业务关系证据。
116,G3-R-E068-H1,G3-E068,002594-H1,比亚迪,002594,新能源汽车,2026-04-02T00:00:00+08:00,新能源汽车销量保持增长，出口占比提升对冲国内价格压力,2026年3月产销快报,http://static.cninfo.com.cn/finalpage/2026-04-02/1225072597.PDF,3-直接相关,是,"第1页：没有虚假记载、误导性陈述或重大遗漏。 比亚迪股份有限公司(以下简称“本公司”)2026年3月产销快报数据如下： 单位：辆 产量 销量 项目类别 本月 去年同期 本年累计 去年累计 累计同比 本月 去年同期 本年累计 去年累计 累计同比 新能源汽车 300,399 395,091 708,037 1,057,079 -33.02% 300,222 377,420 700,463 1,000,804 -30.01% -乘用车 295,412 388,877 695,772 1,041,899 -33.22% 295,693 371,419 688,993 986,098 -30.13% -纯电动…",候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,公告事实直接对应查询假设中的核心业务变量，时间边界内可建立可复核关系路径。
1,G3-R-E068-H2,G3-E068,002594-H2,比亚迪,002594,新能源汽车,2026-04-02T00:00:00+08:00,规模效应与垂直一体化维持毛利率，价格战不导致盈利持续恶化,2026年3月产销快报,http://static.cninfo.com.cn/finalpage/2026-04-02/1225072597.PDF,2-间接相关,是,"第1页：没有虚假记载、误导性陈述或重大遗漏。 比亚迪股份有限公司(以下简称“本公司”)2026年3月产销快报数据如下： 单位：辆 产量 销量 项目类别 本月 去年同期 本年累计 去年累计 累计同比 本月 去年同期 本年累计 去年累计 累计同比 新能源汽车 300,399 395,091 708,037 1,057,079 -33.02% 300,222 377,420 700,463 1,000,804 -30.01% -乘用车 295,412 388,877 695,772 1,041,899 -33.22% 295,693 371,419 688,993 986,098 -30.13% -纯电动…",候选公告通过一层清晰业务因果链影响查询假设，可进入证据链但不是直接测量。,4,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,4,4,候选公告通过一层清晰业务因果链影响查询假设，可进入证据链但不是直接测量。,公告与查询假设并非同一直接指标，但可经需求、规模、产品商业化或投入产出的一层因果链建立关系。
107,G3-R-E069-H1,G3-E069,002371-H1,北方华创,002371,芯片半导体,2024-02-29T00:00:00+08:00,半导体设备订单随晶圆厂扩产与国产化率提升保持增长,关于2019年股票期权与限制性股票激励计划第三个行权期采用自主行权模式的提示性公告,http://static.cninfo.com.cn/finalpage/2024-02-29/1219208962.PDF,0-无关,否,第1页：特别提示： 1.公司 2019 年股权激励计划期权代码：037855；,公告仅涉及治理、证券或其他流程事项，未提供回答该查询假设的有效业务证据。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,公告仅涉及治理、证券或其他流程事项，未提供回答该查询假设的有效业务证据。,候选公告属于治理、证券变动或程序性披露，不回答该查询假设，也不提供有效业务关系证据。
21,G3-R-E069-H2,G3-E069,002371-H2,北方华创,002371,芯片半导体,2024-02-29T00:00:00+08:00,规模效应与国产化推进支撑毛利率，不因竞争加剧显著下滑,关于2019年股票期权与限制性股票激励计划第三个行权期采用自主行权模式的提示性公告,http://static.cninfo.com.cn/finalpage/2024-02-29/1219208962.PDF,0-无关,否,第1页：特别提示： 1.公司 2019 年股权激励计划期权代码：037855；,公告仅涉及治理、证券或其他流程事项，未提供回答该查询假设的有效业务证据。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,公告仅涉及治理、证券或其他流程事项，未提供回答该查询假设的有效业务证据。,候选公告属于治理、证券变动或程序性披露，不回答该查询假设，也不提供有效业务关系证据。
110,G3-R-E069-H3,G3-E069,002371-H3,北方华创,002371,芯片半导体,2024-02-29T00:00:00+08:00,产能与交付能力跟上订单增长，合同负债转化不出现明显滞后,关于2019年股票期权与限制性股票激励计划第三个行权期采用自主行权模式的提示性公告,http://static.cninfo.com.cn/finalpage/2024-02-29/1219208962.PDF,0-无关,否,第1页：特别提示： 1.公司 2019 年股权激励计划期权代码：037855；,公告仅涉及治理、证券或其他流程事项，未提供回答该查询假设的有效业务证据。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,公告仅涉及治理、证券或其他流程事项，未提供回答该查询假设的有效业务证据。,候选公告属于治理、证券变动或程序性披露，不回答该查询假设，也不提供有效业务关系证据。
142,G3-R-E070-H3,G3-E070,600276-H3,恒瑞医药,600276,医药,2024-04-10T00:00:00+08:00,研发投入强度维持，管线推进不出现关键品种研发失败,恒瑞医药关于获得药物临床试验批准通知书的公告,http://static.cninfo.com.cn/finalpage/2024-04-10/1219549275.PDF,3-直接相关,是,第1页：证券代码：600276 证券简称：恒瑞医药 公告编号：临 2024-032 江苏恒瑞医药股份有限公司 关于获得药物临床试验批准通知书的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、 误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 近日，江苏恒瑞医药股份有限公司（以下简称“公司”）及子公司上海盛迪 医药有限公司、广东恒瑞医药有限公司收到国家药品监督管理局（以下简称“国 家药监局”）核准签发关于 HRS-9231 注射液、SHR-4597 吸入剂和 SHR-2173 注 射液的《药物临床试验批准通知书》，将于近期开展临床试验。现将相关情况公 告如下： 一…,候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,药品受理、临床批准或注册获批直接证明研发管线推进，并对创新药商业化假设提供可观察事实。
75,G3-R-E073-H1,G3-E073,002594-H1,比亚迪,002594,新能源汽车,2025-10-09T00:00:00+08:00,新能源汽车销量保持增长，出口占比提升对冲国内价格压力,2025年9月产销快报,http://static.cninfo.com.cn/finalpage/2025-10-09/1224697528.PDF,3-直接相关,是,"第1页：没有虚假记载、误导性陈述或重大遗漏。 比亚迪股份有限公司(以下简称“本公司”)2025年9月产销快报数据如下： 单位：辆 产量 销量 项目类别 本月 去年同期 本年累计 去年累计 累计同比 本月 去年同期 本年累计 去年累计 累计同比 新能源汽车 405,554 441,052 3,213,569 2,760,910 16.40% 396,270 419,426 3,260,146 2,747,875 18.64% -乘用车 402,008 439,229 3,171,466 2,749,436 15.35% 393,060 417,603 3,218,862 2,736,401 17.63%…",候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,公告事实直接对应查询假设中的核心业务变量，时间边界内可建立可复核关系路径。
57,G3-R-E073-H2,G3-E073,002594-H2,比亚迪,002594,新能源汽车,2025-10-09T00:00:00+08:00,规模效应与垂直一体化维持毛利率，价格战不导致盈利持续恶化,2025年9月产销快报,http://static.cninfo.com.cn/finalpage/2025-10-09/1224697528.PDF,2-间接相关,是,"第1页：没有虚假记载、误导性陈述或重大遗漏。 比亚迪股份有限公司(以下简称“本公司”)2025年9月产销快报数据如下： 单位：辆 产量 销量 项目类别 本月 去年同期 本年累计 去年累计 累计同比 本月 去年同期 本年累计 去年累计 累计同比 新能源汽车 405,554 441,052 3,213,569 2,760,910 16.40% 396,270 419,426 3,260,146 2,747,875 18.64% -乘用车 402,008 439,229 3,171,466 2,749,436 15.35% 393,060 417,603 3,218,862 2,736,401 17.63%…",候选公告通过一层清晰业务因果链影响查询假设，可进入证据链但不是直接测量。,4,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,4,4,候选公告通过一层清晰业务因果链影响查询假设，可进入证据链但不是直接测量。,公告与查询假设并非同一直接指标，但可经需求、规模、产品商业化或投入产出的一层因果链建立关系。
109,G3-R-E075-H2,G3-E075,603259-H2,药明康德,603259,医药,2026-04-28T00:00:00+08:00,产能利用率与项目结构支撑毛利率，不因价格竞争持续走低,2026年第一季度报告,http://static.cninfo.com.cn/finalpage/2026-04-28/1225200544.PDF,3-直接相关,是,"第2页：客户从药物发现、开发 到生产的服务需求。 一、主要财务数据 （一）主要会计数据和财务指标 单位：元 币种：人民币 项目 本报告期 上年同期 本报告期比上年同 期增减变动幅度(%) 营业收入 12,435,776,568.29 9,654,595,304.28 28.81 利润总额 5,607,280,256.21 4,279,893,550.88 31.01 归属于上市公司股东的净利润 4,651,517,987.76 3,671,960,950.47 26.68 归属于上市公司股东的扣除非 经常性损益的净利润 4,275,624,429.82 2,329,266,627.00 83.56 经…",候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,定期报告直接披露查询假设所需的收入、订单、毛利率、研发投入、产能或减值指标，可建立完整关系路径。
91,G3-R-E080-H3,G3-E080,600276-H3,恒瑞医药,600276,医药,2025-12-03T00:00:00+08:00,研发投入强度维持，管线推进不出现关键品种研发失败,恒瑞医药关于药品上市许可申请获受理的提示性公告,http://static.cninfo.com.cn/finalpage/2025-12-03/1224843478.PDF,3-直接相关,是,第1页：证券代码：600276 证券简称：恒瑞医药 公告编号：临 2025-192 江苏恒瑞医药股份有限公司 关于药品上市许可申请获受理的提示性公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 近日，江苏恒瑞医药股份有限公司（以下简称“公司”）收到国家药品监督 管理局（以下简称“国家药监局”）下发的《受理通知书》，公司注射用甲苯磺 酸瑞马唑仑的药品上市许可申请获国家药监局受理。现将相关情况公告如下： 一、药品的基本情况 药品名称：注射用甲苯磺酸瑞马唑仑 剂型：注射剂 受理号：CXHS2500146 申报阶段：上市…,候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,药品受理、临床批准或注册获批直接证明研发管线推进，并对创新药商业化假设提供可观察事实。
53,G3-R-E081-H1,G3-E081,09868-H1,小鹏汽车,09868,新能源汽车,2025-03-03T19:18:14+08:00,智能车交付量保持增长，新车型周期带动需求回升,自愿公告2025年2月智能车交付数据,http://static.cninfo.com.cn/finalpage/2025-03-03/1222693592.PDF,3-直接相关,是,"第1页：2 月智能車交付數據 XPeng Inc. （「本公司」或「小鵬汽車」）之董事會欣然宣佈其2025年2月車輛交付數 據。 2025年2月，小鵬汽車共交付智能電動汽車30,453輛，同比增長570%。 小鵬MONA M03連續第三個月交付量超過了15,000輛。小鵬P7+自上市以來的前三個月， 累計交付已超過30,000輛。此外，小鵬汽車還發佈了小鵬P7+的用戶畫像，顯示智能駕 駛是消費者購買小鵬 P7+的主要原因之一。 2025年前兩個月，小鵬汽車交付新車共 60,803輛，與去年同期相比增長375%。 2025年2月，小鵬汽車智能導航輔助駕駛（XNGP）的城區智駕月度活躍用戶滲透率達 86%…",候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,公告事实直接对应查询假设中的核心业务变量，时间边界内可建立可复核关系路径。
