序号,样本ID,公司,证券代码,行业,市场,披露时间,时间精度,公告标题,原文链接,核心观点,H1-需求与出货,H2-盈利质量,H3-产能与扩张,事件摘要,事件类别,主要关联假设,影响方向,影响强度,直接性,关键证据原文,判断理由,置信度,数据问题,标注人ID,标注时间,gold_status,gold_source,gold_version,annotator_a_id,annotator_b_id,annotator_a_confidence,annotator_b_confidence,annotator_a_reason,annotator_b_reason
34,G3-E067,北方华创,002371,芯片半导体,A股,2026-06-23T00:00:00+08:00,仅日期（按盘后处理）,关于放弃参股公司增资优先认购权暨关联交易的公告,http://static.cninfo.com.cn/finalpage/2026-06-23/1225381704.PDF,前道设备国产化核心标的，晶圆厂扩产与国产化率提升支撑订单与收入，需跟踪毛利率与交付节奏,半导体设备订单随晶圆厂扩产与国产化率提升保持增长,规模效应与国产化推进支撑毛利率，不因竞争加剧显著下滑,产能与交付能力跟上订单增长，合同负债转化不出现明显滞后,公告披露关于放弃参股公司增资优先认购权暨关联交易的公告相关的治理、证券或程序性事项，未形成新的核心经营结果。,治理/其他,无关,无关,不适用,不适用,第1页：证券代码：002371 证券简称：北方华创 公告编号：2026-033 北方华创科技集团股份有限公司 关于放弃参股公司增资优先认购权暨关联交易的公告 本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚 假记载、误导性陈述或者重大遗漏。 北方华创科技集团股份有限公司（以下简称“北方华创”或“公司”）于 2026 年 6 月 22 日召开第九届董事会第二次会议，审议通过了《关于放弃参股公 司增资优先认购权暨关联交易的议案》，关联董事李瑞先生已对该议案回避表决， 该议案已经公司独立董事专门会议审议通过。 本次关联交易不构成《上市公司重大资产重组管理办法》规定的重大资产重 组，根据《公司,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,公告未提供会改变需求出货、盈利质量或产能扩张判断的新增经营事实，故不进入核心证据链。
6,G3-E068,比亚迪,002594,新能源汽车,A股,2026-04-02T00:00:00+08:00,仅日期（按盘后处理）,2026年3月产销快报,http://static.cninfo.com.cn/finalpage/2026-04-02/1225072597.PDF,新能源汽车销量与出口结构改善支撑收入，垂直一体化对冲价格战，需跟踪毛利率与海外扩张落地,新能源汽车销量保持增长，出口占比提升对冲国内价格压力,规模效应与垂直一体化维持毛利率，价格战不导致盈利持续恶化,海外工厂与产能扩张按计划落地，不出现大额投资减值,"公司披露2026年3月产销快报，核心事实为：没有虚假记载、误导性陈述或重大遗漏。 比亚迪股份有限公司(以下简称“本公司”)2026年3月产销快报数据如下： 单位：辆 产量 销量 项目类别 本月 去年同期 本年累计 去年累计 累计同比 本月 去年同期 本年累计 去年累计 累计同比 新能源汽车 300,399 395,091 708,037 1,057,079 -3…",产销/需求,H1-需求与出货,冲突,高,直接,"第1页：没有虚假记载、误导性陈述或重大遗漏。 比亚迪股份有限公司(以下简称“本公司”)2026年3月产销快报数据如下： 单位：辆 产量 销量 项目类别 本月 去年同期 本年累计 去年累计 累计同比 本月 去年同期 本年累计 去年累计 累计同比 新能源汽车 300,399 395,091 708,037 1,057,079 -33.02% 300,222 377,420 700,463 1,000,804 -30.01% -乘用车 295,412 388,877 695,772 1,041,899 -33.22% 295,693 371,419 688,993 986,098 -30.13% -纯电动…",该事实直接观察到相关指标或里程碑，降低“新能源汽车销量保持增长，出口占比提升对冲国内价格压力”的可信度。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事实直接观察到相关指标或里程碑，降低“新能源汽车销量保持增长，出口占比提升对冲国内价格压力”的可信度。,该事实降低H1-需求与出货的可信度；判断基于公告直接披露的业务指标、阶段进展或风险信息。
66,G3-E069,北方华创,002371,芯片半导体,A股,2024-02-29T00:00:00+08:00,仅日期（按盘后处理）,关于2019年股票期权与限制性股票激励计划第三个行权期采用自主行权模式的提示性公告,http://static.cninfo.com.cn/finalpage/2024-02-29/1219208962.PDF,前道设备国产化核心标的，晶圆厂扩产与国产化率提升支撑订单与收入，需跟踪毛利率与交付节奏,半导体设备订单随晶圆厂扩产与国产化率提升保持增长,规模效应与国产化推进支撑毛利率，不因竞争加剧显著下滑,产能与交付能力跟上订单增长，合同负债转化不出现明显滞后,公告披露关于2019年股票期权与限制性股票激励计划第三个行权期采用自主行权模式的提示性公告相关的治理、证券或程序性事项，未形成新的核心经营结果。,治理/其他,无关,无关,不适用,不适用,第1页：特别提示： 1.公司 2019 年股权激励计划期权代码：037855；,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,公告未提供会改变需求出货、盈利质量或产能扩张判断的新增经营事实，故不进入核心证据链。
53,G3-E070,恒瑞医药,600276,医药,A股,2024-04-10T00:00:00+08:00,仅日期（按盘后处理）,恒瑞医药关于获得药物临床试验批准通知书的公告,http://static.cninfo.com.cn/finalpage/2024-04-10/1219549275.PDF,创新药转型期，创新药放量与对外授权接续仿制药集采缺口，毛利率高但集采与研发成败是关键观察点,创新药放量与授权合作收入接续仿制药集采下滑，研发管线持续推进,创新药占比提升支撑高毛利率，集采降价不导致盈利持续恶化,研发投入强度维持，管线推进不出现关键品种研发失败,公司披露恒瑞医药关于获得药物临床试验批准通知书的公告，核心事实为：证券代码：600276 证券简称：恒瑞医药 公告编号：临 2024-032 江苏恒瑞医药股份有限公司 关于获得药物临床试验批准通知书的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、 误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 近日，江苏恒瑞医药股份有限公司（以下简称“公司…,研发/注册,H3-产能与扩张,支持,中,直接,第1页：证券代码：600276 证券简称：恒瑞医药 公告编号：临 2024-032 江苏恒瑞医药股份有限公司 关于获得药物临床试验批准通知书的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、 误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 近日，江苏恒瑞医药股份有限公司（以下简称“公司”）及子公司上海盛迪 医药有限公司、广东恒瑞医药有限公司收到国家药品监督管理局（以下简称“国 家药监局”）核准签发关于 HRS-9231 注射液、SHR-4597 吸入剂和 SHR-2173 注 射液的《药物临床试验批准通知书》，将于近期开展临床试验。现将相关情况公 告如下： 一…,该事实直接观察到相关指标或里程碑，提高“研发投入强度维持，管线推进不出现关键品种研发失败”的可信度。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事实直接观察到相关指标或里程碑，提高“研发投入强度维持，管线推进不出现关键品种研发失败”的可信度。,该事实提高H3-产能与扩张的可信度；判断基于公告直接披露的业务指标、阶段进展或风险信息。
115,G3-E072,北方华创,002371,芯片半导体,A股,2026-07-22T00:00:00+08:00,仅日期（按盘后处理）,关于注册发行非金融企业债务融资工具及应收账款资产支持商业票据的公告,http://static.cninfo.com.cn/finalpage/2026-07-22/1225435702.PDF,前道设备国产化核心标的，晶圆厂扩产与国产化率提升支撑订单与收入，需跟踪毛利率与交付节奏,半导体设备订单随晶圆厂扩产与国产化率提升保持增长,规模效应与国产化推进支撑毛利率，不因竞争加剧显著下滑,产能与交付能力跟上订单增长，合同负债转化不出现明显滞后,公司披露关于注册发行非金融企业债务融资工具及应收账款资产支持商业票据的公告，核心事实为：证券代码：002371 证券简称：北方华创 公告编号：2026-040 北方华创科技集团股份有限公司 关于注册发行非金融企业债务融资工具 及应收账款资产支持商业票据的公告 本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚 假记载、误导性陈述或者重大遗漏。 北方华创科技集团股份有限公司（以下简称“公司”）…,融资/现金流,H3-产能与扩张,中性,低,间接,第1页：证券代码：002371 证券简称：北方华创 公告编号：2026-040 北方华创科技集团股份有限公司 关于注册发行非金融企业债务融资工具 及应收账款资产支持商业票据的公告 本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚 假记载、误导性陈述或者重大遗漏。 北方华创科技集团股份有限公司（以下简称“公司”）于2026年7月21日召 开第九届董事会第四次会议，审议通过了《关于注册发行非金融企业债务融资工 具的议案》《关于注册发行应收账款资产支持商业票据的议案》，同意公司注册 发行非金融企业债务融资工具不超过人民币80亿元（含80亿元），注册发行应收 账款资产支持商业票据不超过人民币4…,该事实需经过一层清晰的业务因果链，与该假设相关但尚不足以确定提高或降低“产能与交付能力跟上订单增长，合同负债转化不出现明显滞后”的可信度。,3,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,3,4,该事实需经过一层清晰的业务因果链，与该假设相关但尚不足以确定提高或降低“产能与交付能力跟上订单增长，合同负债转化不出现明显滞后”的可信度。,该事实涉及但尚不足以改变H3-产能与扩张的可信度；判断基于公告直接披露的业务指标、阶段进展或风险信息。
95,G3-E074,北方华创,002371,芯片半导体,A股,2025-10-18T00:00:00+08:00,仅日期（按盘后处理）,关于归还暂时补充流动资金的闲置募集资金的公告,http://static.cninfo.com.cn/finalpage/2025-10-18/1224718261.PDF,前道设备国产化核心标的，晶圆厂扩产与国产化率提升支撑订单与收入，需跟踪毛利率与交付节奏,半导体设备订单随晶圆厂扩产与国产化率提升保持增长,规模效应与国产化推进支撑毛利率，不因竞争加剧显著下滑,产能与交付能力跟上订单增长，合同负债转化不出现明显滞后,公告披露关于归还暂时补充流动资金的闲置募集资金的公告相关的治理、证券或程序性事项，未形成新的核心经营结果。,治理/其他,无关,无关,不适用,不适用,"第1页：证券代码：002371 证券简称：北方华创 公告编号：2025-058 北方华创科技集团股份有限公司 关于归还暂时补充流动资金的闲置募集资金的公告 本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚 假记载、误导性陈述或者重大遗漏。 北方华创科技集团股份有限公司（以下简称“公司”）于 2024 年 10 月 29 日召开的第八届董事会第十七次会议及第八届监事会第十二次会议，审议通过了 《关于全资子公司使用部分闲置募集资金暂时补充流动资金的议案》，同意公司 全资子公司北京北方华创微电子装备有限公司（以下简称“北方华创微电子”） 使用闲置募集资金 130,000 万元暂时补充流动资金",该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,公告未提供会改变需求出货、盈利质量或产能扩张判断的新增经营事实，故不进入核心证据链。
49,G3-E076,小鹏汽车,09868,新能源汽车,港股,2026-03-27T17:18:11+08:00,精确,中文名称（仅供识别）及中文股份简称变更,http://static.cninfo.com.cn/finalpage/2026-03-27/1225040659.PDF,新势力整车厂，交付量与车型周期决定收入，毛利率从负值修复中，盈利质量仍是主要风险。港股仅披露中报与年报，季度颗粒度不足,智能车交付量保持增长，新车型周期带动需求回升,毛利率随规模与技术服务收入改善，不回落到历史低位,研发与产能投入可持续，现金流不出现明显恶化,公告披露中文名称（仅供识别）及中文股份简称变更相关的治理、证券或程序性事项，未形成新的核心经营结果。,治理/其他,无关,无关,不适用,不适用,第1页：1 香港交易及結算所有限公司及香港聯合交易所有限公司對本公告之內容概不負責，對其準確性或完整性亦 不發表聲明，並明確表示概不會就本公告全部或任何部分內容而產生或因依賴該等內容而引致之任何損失 承擔任何責任。,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,公告未提供会改变需求出货、盈利质量或产能扩张判断的新增经营事实，故不进入核心证据链。
88,G3-E077,比亚迪,002594,新能源汽车,A股,2025-10-16T00:00:00+08:00,仅日期（按盘后处理）,H股公告（董事会会议通告）,http://static.cninfo.com.cn/finalpage/2025-10-16/1224714146.PDF,新能源汽车销量与出口结构改善支撑收入，垂直一体化对冲价格战，需跟踪毛利率与海外扩张落地,新能源汽车销量保持增长，出口占比提升对冲国内价格压力,规模效应与垂直一体化维持毛利率，价格战不导致盈利持续恶化,海外工厂与产能扩张按计划落地，不出现大额投资减值,公告披露H股公告（董事会会议通告）相关的治理、证券或程序性事项，未形成新的核心经营结果。,治理/其他,无关,无关,不适用,不适用,第1页：பd࿁Չ๟ᆽ Ϊ ዄ΂Оப΂f ʮ̡ BYD COMPANY LIMITED （在中華人民共和國註冊成立的股份有限公司） ΅˾໮j01211 ಥ࿆ᓞ̨ʿ81211ɛ͏࿆ᓞ̨ ၣ१jhttp://www.bydglobal.com ໨ԫึึᙄஷѓ ʮ̡͉ʮ̡໨ԫึ໨ԫึɚཧɚ 五ϋ十˜三十ಂ四͉ʮ̡࿚ Їɚཧɚ五ϋ九˜ɧɤ˚˟九˜之ୋ三ุᐶʿՉ೯бd˸ ʿஈଣ 任何Չ˼ԫධνϞf ໨ԫึն ʮ̡ 主席 ˮෂ၅ ʕ਷ • ଉέdɚཧɚ五ϋ十˜十五˚ 於本公告刊發日期，董事會 成員包括執行董事 王傳福先生、 非執行董事呂向陽 先生及夏佐全先生、獨立非執行董事蔡洪平先生、張敏…,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,公告未提供会改变需求出货、盈利质量或产能扩张判断的新增经营事实，故不进入核心证据链。
52,G3-E078,药明康德,603259,医药,A股,2025-03-26T00:00:00+08:00,仅日期（按盘后处理）,关于召开2024年年度股东大会、2025年第一次A股类别股东会议及2025年第一次H股类别股东会议的通知,http://static.cninfo.com.cn/finalpage/2025-03-26/1222894450.PDF,全球医药研发外包龙头，订单随创新药投入周期波动，地缘政治与产能利用率是核心风险点,CXO 订单与在手订单随全球创新药研发投入回暖恢复增长,产能利用率与项目结构支撑毛利率，不因价格竞争持续走低,新增产能与地缘政治风险可控，海外基地建设按计划推进,公告披露关于召开2024年年度股东大会、2025年第一次A股类别股东会议及2025年第一次H股类别股东会议的通知相关的治理、证券或程序性事项，未形成新的核心经营结果。,治理/其他,无关,无关,不适用,不适用,第1页：重要内容提示：  股东大会召开日期：2025年4月29日  本次股东大会采用的网络投票系统：上海证券交易所股东大会网络投票 系统 一、 召开会议的基本情况 (一) 股东大会类型和届次 2024 年年度股东大会、2025 年第一次 A 股类别股东会议及 2025 年第一次 H 股类别股东会议 (二) 股东大会召集人：董事会 (三) 投票方式：本次股东大会所采用的表决方式是现场投票和网络投票 相结合的方式 (四) 现场会议召开的日期、时间和地点 召开的日期时间：2025 年 4 月 29 日 14 点 00 分 开始依次召开 2024 年年 度股东大会、2025 年第一次 A 股类别股东会议及…,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,公告未提供会改变需求出货、盈利质量或产能扩张判断的新增经营事实，故不进入核心证据链。
45,G3-E079,云南白药,000538,医药,A股,2024-12-18T00:00:00+08:00,仅日期（按盘后处理）,关于2024年度第一期超短期融资券（科创票据/乡村振兴）兑付完成的公告,http://static.cninfo.com.cn/finalpage/2024-12-18/1222047993.PDF,中药与健康消费品，增长平稳，毛利率与渠道结构是主要观察点，历史上曾因证券投资造成业绩波动,工业药品与健康品渠道保持稳定，不出现持续负增长,毛利率随产品结构与原料成本波动，不持续低于历史区间,渠道与品牌投入保持，不出现商誉或投资大额减值,公告披露关于2024年度第一期超短期融资券（科创票据/乡村振兴）兑付完成的公告相关的治理、证券或程序性事项，未形成新的核心经营结果。,治理/其他,无关,无关,不适用,不适用,第1页：1 / 2 证券代码：000538 证券简称：云南白药 公告编码：2024-59 云南白药集团股份有限公司 关于2024年度第一期超短期融资券（科创票据/乡村振 兴）兑付完成的公告 本公司及董事会全体成员保证公告内容真实、准确和完整，没有虚 假记载、误导性陈述或者重大遗漏。 云南白药集团股份有限公司（以下简称“公司”）分别于2023 年8 月 28 日召开第十届董事会 2023 年第五次会议及 2023 年 9 月 19 日召开的 2023 年第一次临时股东大会审议通过了 《关于申请注册发行超短期融资券 的议案》，同意公司向中国银行间市场交易商协会（以下简称“交易商协 会”）申请注册发行总额人,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,公告未提供会改变需求出货、盈利质量或产能扩张判断的新增经营事实，故不进入核心证据链。
19,G3-E080,恒瑞医药,600276,医药,A股,2025-12-03T00:00:00+08:00,仅日期（按盘后处理）,恒瑞医药关于药品上市许可申请获受理的提示性公告,http://static.cninfo.com.cn/finalpage/2025-12-03/1224843478.PDF,创新药转型期，创新药放量与对外授权接续仿制药集采缺口，毛利率高但集采与研发成败是关键观察点,创新药放量与授权合作收入接续仿制药集采下滑，研发管线持续推进,创新药占比提升支撑高毛利率，集采降价不导致盈利持续恶化,研发投入强度维持，管线推进不出现关键品种研发失败,公司披露恒瑞医药关于药品上市许可申请获受理的提示性公告，核心事实为：证券代码：600276 证券简称：恒瑞医药 公告编号：临 2025-192 江苏恒瑞医药股份有限公司 关于药品上市许可申请获受理的提示性公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 近日，江苏恒瑞医药股份有限公司（以下简称“公司…,研发/注册,H3-产能与扩张,支持,低,直接,第1页：证券代码：600276 证券简称：恒瑞医药 公告编号：临 2025-192 江苏恒瑞医药股份有限公司 关于药品上市许可申请获受理的提示性公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 近日，江苏恒瑞医药股份有限公司（以下简称“公司”）收到国家药品监督 管理局（以下简称“国家药监局”）下发的《受理通知书》，公司注射用甲苯磺 酸瑞马唑仑的药品上市许可申请获国家药监局受理。现将相关情况公告如下： 一、药品的基本情况 药品名称：注射用甲苯磺酸瑞马唑仑 剂型：注射剂 受理号：CXHS2500146 申报阶段：上市…,该事实直接观察到相关指标或里程碑，提高“研发投入强度维持，管线推进不出现关键品种研发失败”的可信度。,4,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,4,4,该事实直接观察到相关指标或里程碑，提高“研发投入强度维持，管线推进不出现关键品种研发失败”的可信度。,该事实提高H3-产能与扩张的可信度；判断基于公告直接披露的业务指标、阶段进展或风险信息。
118,G3-E081,小鹏汽车,09868,新能源汽车,港股,2025-03-03T19:18:14+08:00,精确,自愿公告2025年2月智能车交付数据,http://static.cninfo.com.cn/finalpage/2025-03-03/1222693592.PDF,新势力整车厂，交付量与车型周期决定收入，毛利率从负值修复中，盈利质量仍是主要风险。港股仅披露中报与年报，季度颗粒度不足,智能车交付量保持增长，新车型周期带动需求回升,毛利率随规模与技术服务收入改善，不回落到历史低位,研发与产能投入可持续，现金流不出现明显恶化,"公司披露自愿公告2025年2月智能车交付数据，核心事实为：2 月智能車交付數據 XPeng Inc. （「本公司」或「小鵬汽車」）之董事會欣然宣佈其2025年2月車輛交付數 據。 2025年2月，小鵬汽車共交付智能電動汽車30,453輛，同比增長570%。 小鵬MONA M03連續第三個月交付量超過了15,000輛。小鵬P7+自上市以來的前三個月， 累計交付已超過30,000…",产销/需求,H1-需求与出货,支持,高,直接,"第1页：2 月智能車交付數據 XPeng Inc. （「本公司」或「小鵬汽車」）之董事會欣然宣佈其2025年2月車輛交付數 據。 2025年2月，小鵬汽車共交付智能電動汽車30,453輛，同比增長570%。 小鵬MONA M03連續第三個月交付量超過了15,000輛。小鵬P7+自上市以來的前三個月， 累計交付已超過30,000輛。此外，小鵬汽車還發佈了小鵬P7+的用戶畫像，顯示智能駕 駛是消費者購買小鵬 P7+的主要原因之一。 2025年前兩個月，小鵬汽車交付新車共 60,803輛，與去年同期相比增長375%。 2025年2月，小鵬汽車智能導航輔助駕駛（XNGP）的城區智駕月度活躍用戶滲透率達 86%…",该事实直接观察到相关指标或里程碑，提高“智能车交付量保持增长，新车型周期带动需求回升”的可信度。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事实直接观察到相关指标或里程碑，提高“智能车交付量保持增长，新车型周期带动需求回升”的可信度。,该事实提高H1-需求与出货的可信度；判断基于公告直接披露的业务指标、阶段进展或风险信息。
87,G3-E082,中芯国际,688981,芯片半导体,A股,2024-03-29T00:00:00+08:00,仅日期（按盘后处理）,中芯国际2023年年度报告摘要,http://static.cninfo.com.cn/finalpage/2024-03-29/1219447110.PDF,成熟制程代工龙头，国产替代与产能利用率回升支撑收入，折旧与价格压力是盈利的主要观察点,成熟制程产能利用率与晶圆出货保持增长，国产替代需求是主要驱动,毛利率随产能利用率回升，折旧压力不导致盈利持续恶化,资本开支与扩产节奏匹配下游需求，先进制程投入不出现大额减值,"公司披露中芯国际2023年年度报告摘要，核心事实为：63,197 305,103,691 10.9 229,932,806 归属于上市公司股东的净资产 142,475,834 133,371,921 6.8 109,198,772 营业收入 45,250,425 49,516,084 -8.6 35,630,634 归属于上市公司股东的净利润 4,822,814 12,…",收入/利润,H2-盈利质量,冲突,高,直接,"第6页：63,197 305,103,691 10.9 229,932,806 归属于上市公司股东的净资产 142,475,834 133,371,921 6.8 109,198,772 营业收入 45,250,425 49,516,084 -8.6 35,630,634 归属于上市公司股东的净利润 4,822,814 12,133,079 -60.3 10,733,098 归属于上市公司股东的扣除非经 常性损益的净利润 3,269,518 10,133,988 -67.7 5,655,839 经营活动产生的现金流量净额 23,047,761 36,591,209 -37.0 20,844,994 加…",该事实直接观察到相关指标或里程碑，降低“毛利率随产能利用率回升，折旧压力不导致盈利持续恶化”的可信度。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事实直接观察到相关指标或里程碑，降低“毛利率随产能利用率回升，折旧压力不导致盈利持续恶化”的可信度。,该事实降低H2-盈利质量的可信度；判断基于公告直接披露的业务指标、阶段进展或风险信息。
5,G3-E088,兆易创新,603986,芯片半导体,A股,2024-01-26T00:00:00+08:00,仅日期（按盘后处理）,兆易创新2023年度业绩预告,http://static.cninfo.com.cn/finalpage/2024-01-26/1219003543.PDF,存储与 MCU 设计商，需求随下游复苏与库存去化回升，毛利率对存储价格周期高度敏感，需跟踪产品结构,存储与 MCU 需求随消费电子与工业复苏回升，库存周期见底,毛利率随产品结构改善回升，不因存储价格波动持续走低,新品研发与产能储备按计划推进，不出现存货大额跌价,"公司披露兆易创新2023年度业绩预告，核心事实为：体董事保证本公告内容不存在任何虚假记载、误导性 陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 重要内容提示： 1. 公司预计 2023 年归属于上市公司股东的净利润为 15,500 万元左右，与 上年同期相比减少 189,757 万元左右，同比降幅 92.45%左右。 2. 公司预计 2023 年…",收入/利润,H2-盈利质量,冲突,高,直接,"第1页：体董事保证本公告内容不存在任何虚假记载、误导性 陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 重要内容提示： 1. 公司预计 2023 年归属于上市公司股东的净利润为 15,500 万元左右，与 上年同期相比减少 189,757 万元左右，同比降幅 92.45%左右。 2. 公司预计 2023 年归属于上市公司股东扣除非经常性损益后的净利润为 2,200 万元左右，与上年同期相比减少 188,753 万元左右， 同比降幅 98.85%左右。 3. 公司预计 2023 年度实现营业收入 57.66 亿元左右，与上年同期相比减少 23.64 亿元左右，同比下降 29.08%左…",该事实直接观察到相关指标或里程碑，降低“毛利率随产品结构改善回升，不因存储价格波动持续走低”的可信度。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事实直接观察到相关指标或里程碑，降低“毛利率随产品结构改善回升，不因存储价格波动持续走低”的可信度。,该事实降低H2-盈利质量的可信度；判断基于公告直接披露的业务指标、阶段进展或风险信息。
75,G3-E090,中芯国际,688981,芯片半导体,A股,2026-01-28T00:00:00+08:00,仅日期（按盘后处理）,中芯国际关于召开2025年第四季度业绩说明会的预告公告,http://static.cninfo.com.cn/finalpage/2026-01-28/1224952956.PDF,成熟制程代工龙头，国产替代与产能利用率回升支撑收入，折旧与价格压力是盈利的主要观察点,成熟制程产能利用率与晶圆出货保持增长，国产替代需求是主要驱动,毛利率随产能利用率回升，折旧压力不导致盈利持续恶化,资本开支与扩产节奏匹配下游需求，先进制程投入不出现大额减值,公告披露中芯国际关于召开2025年第四季度业绩说明会的预告公告相关的治理、证券或程序性事项，未形成新的核心经营结果。,治理/其他,无关,无关,不适用,不适用,第1页：重要事项提示：  会议召开时间：2026年2月11日（星期三）上午8:30-9:30  会议召开方式：网络/电话会议 一、说明会类型 中芯国际集成电路制造有限公司（以下简称“公司”）将于2026年2月10日 交易时段后披露公司2025年第四季度业绩，相关内容请详见上海证券交易所网 站（http://www.sse.com.cn/）及香港交易所网站（https://www.hkex.com.hk/）。,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,公告未提供会改变需求出货、盈利质量或产能扩张判断的新增经营事实，故不进入核心证据链。
